product_id,product_brand,product_model,product_body_type,product_transmission_type,product_year,product_description,product_price,user_id
35,nissan,march,Van,at,2010,Mobil ini andal dan aman dengan fitur canggih.,323500000,55
36,nissan,cube,Pickup,at,2010,Mobil ini elegan dan mewah dengan desain yang menawan.,323500000,51
37,toyota,passo,Convertible,at,2007,Mobil ini elegan dan mewah dengan desain yang menawan.,328200000,92
38,nissan,note,Coupe,at,2010,Mobil ini hemat bahan bakar dan ramah lingkungan.,333000000,23
39,mitsubishi,coltplus,Van,at,2005,Mobil ini tangguh dan handal untuk segala medan.,333000000,35
40,nissan,march,Hatchback,at,2011,Mobil ini sporty dan bergaya dengan mesin yang bertenaga.,333000000,75
41,toyota,passo,Coupe,at,2010,Mobil ini modern dan futuristik dengan teknologi terbaru.,333000000,32
42,nissan,note,Wagon,at,2011,Mobil ini bersih dan ramah lingkungan dengan sistem hybrid atau listrik.,333000000,28
43,nissan,march,SUV,at,2011,Mobil ini bersih dan ramah lingkungan dengan sistem hybrid atau listrik.,333000000,35
44,nissan,cube,Coupe,at,2010,Mobil ini kompak dan lincah dengan manuver yang mudah.,333000000,72
45,nissan,note,SUV,at,2006,Mobil ini luas dan nyaman untuk perjalanan jauh.,333000000,85
46,nissan,cube,Pickup,at,2010,Mobil ini modern dan futuristik dengan teknologi terbaru.,333000000,53
47,toyota,passo,Pickup,at,2011,Mobil ini tangguh dan handal untuk segala medan.,333000000,81
48,toyota,passo,MPV,at,2010,Mobil ini luas dan nyaman untuk perjalanan jauh.,333000000,78
49,suzuki,mr wagon,Convertible,at,2006,Mobil ini modern dan futuristik dengan teknologi terbaru.,333000000,68
50,toyota,passo,SUV,at,2004,Mobil ini luas dan nyaman untuk perjalanan jauh.,333000000,45
51,daihatsu,mira,MPV,at,2012,Mobil ini hemat bahan bakar dan ramah lingkungan.,333000000,41
52,toyota,passo,Minivan,at,2009,Mobil ini modern dan futuristik dengan teknologi terbaru.,337700000,94
53,mitsubishi,pajero mini,Van,mt,2003,Mobil ini modern dan futuristik dengan teknologi terbaru.,337700000,69
54,honda,fit,Convertible,at,2008,Mobil ini tangguh dan handal untuk segala medan.,352000000,26
55,subaru,legacy b4,Wagon,at,2005,Mobil ini modern dan futuristik dengan teknologi terbaru.,354900000,45
56,toyota,vitz,Crossover,at,2007,Mobil ini modern dan futuristik dengan teknologi terbaru.,356800000,70
57,toyota,vitz,Sedan,at,2007,Mobil ini terjangkau dan praktis untuk penggunaan sehari-hari.,356800000,49
58,honda,fit,Wagon,at,2008,Mobil ini terjangkau dan praktis untuk penggunaan sehari-hari.,359600000,85
59,honda,inspire,SUV,at,2007,Mobil ini hemat bahan bakar dan ramah lingkungan.,361500000,2
60,nissan,note,Minivan,at,2010,Mobil ini modern dan futuristik dengan teknologi terbaru.,361500000,58
61,toyota,mark ii blit,SUV,at,2006,Mobil ini hemat bahan bakar dan ramah lingkungan.,361500000,44
62,nissan,note,MPV,at,2011,Mobil ini luas dan nyaman untuk perjalanan jauh.,361500000,82
63,nissan,note,Minivan,at,2011,Mobil ini luas dan nyaman untuk perjalanan jauh.,361500000,21
64,nissan,note,SUV,at,2010,Mobil ini modern dan futuristik dengan teknologi terbaru.,362500000,80
65,honda,insight,Convertible,at,2009,Mobil ini bersih dan ramah lingkungan dengan sistem hybrid atau listrik.,371000000,37
66,nissan,note,SUV,at,2011,Mobil ini andal dan aman dengan fitur canggih.,371000000,47
67,nissan,note,Sedan,at,2011,Mobil ini andal dan aman dengan fitur canggih.,371000000,4
68,toyota,passo,MPV,at,2010,Mobil ini sporty dan bergaya dengan mesin yang bertenaga.,371000000,8
69,toyota,passo,SUV,at,2010,Mobil ini luas dan nyaman untuk perjalanan jauh.,371000000,65
70,nissan,cube,Convertible,at,2011,Mobil ini tangguh dan handal untuk segala medan.,371000000,48
71,nissan,march,Wagon,at,2011,Mobil ini bersih dan ramah lingkungan dengan sistem hybrid atau listrik.,371000000,100
72,nissan,note,SUV,at,2011,Mobil ini kompak dan lincah dengan manuver yang mudah.,371000000,48
73,nissan,note,Minivan,at,2011,Mobil ini modern dan futuristik dengan teknologi terbaru.,371000000,92
74,toyota,passo,Minivan,at,2011,Mobil ini kompak dan lincah dengan manuver yang mudah.,371000000,95
75,toyota,passo,Minivan,at,2011,Mobil ini bersih dan ramah lingkungan dengan sistem hybrid atau listrik.,371000000,19
76,nissan,cube,Pickup,at,2011,Mobil ini sporty dan bergaya dengan mesin yang bertenaga.,371000000,30
77,nissan,cube,Sedan,at,2011,Mobil ini hemat bahan bakar dan ramah lingkungan.,371000000,44
78,toyota,passo,Convertible,at,2011,Mobil ini modern dan futuristik dengan teknologi terbaru.,371000000,67
79,nissan,cube,Wagon,at,2011,Mobil ini elegan dan mewah dengan desain yang menawan.,371000000,5
80,nissan,cube,MPV,at,2011,Mobil ini tangguh dan handal untuk segala medan.,371000000,55
81,nissan,cube,Convertible,at,2010,Mobil ini hemat bahan bakar dan ramah lingkungan.,371000000,13
82,nissan,cube,Sedan,at,2011,Mobil ini tangguh dan handal untuk segala medan.,371000000,21
83,nissan,cube,MPV,at,2011,Mobil ini tangguh dan handal untuk segala medan.,371000000,98
84,daihatsu,move,Hatchback,at,2006,Mobil ini terjangkau dan praktis untuk penggunaan sehari-hari.,371000000,72
85,daihatsu,move,Minivan,at,2006,Mobil ini sporty dan bergaya dengan mesin yang bertenaga.,371000000,78
86,nissan,note,Coupe,at,2012,Mobil ini modern dan futuristik dengan teknologi terbaru.,371000000,27
87,daihatsu,tanto,Convertible,at,2012,Mobil ini andal dan aman dengan fitur canggih.,371000000,53
88,daihatsu,terios kid,Coupe,at,1998,Mobil ini tangguh dan handal untuk segala medan.,371000000,36
89,mazda,az-wagon,Pickup,at,2012,Mobil ini modern dan futuristik dengan teknologi terbaru.,371000000,40
90,daihatsu,coo,Convertible,at,2012,Mobil ini kompak dan lincah dengan manuver yang mudah.,371000000,34
91,nissan,note,Pickup,at,2012,Mobil ini andal dan aman dengan fitur canggih.,371000000,33
92,honda,fit,Minivan,at,2009,Mobil ini elegan dan mewah dengan desain yang menawan.,378700000,85
93,honda,fit,Pickup,at,2009,Mobil ini hemat bahan bakar dan ramah lingkungan.,379600000,82
94,nissan,note,MPV,at,2011,Mobil ini elegan dan mewah dengan desain yang menawan.,380600000,98
95,nissan,cube,Crossover,at,2010,Mobil ini andal dan aman dengan fitur canggih.,380600000,61
96,nissan,note,Convertible,at,2010,Mobil ini luas dan nyaman untuk perjalanan jauh.,380600000,96
97,toyota,passo,Crossover,at,2010,Mobil ini kompak dan lincah dengan manuver yang mudah.,380600000,9
98,nissan,note,Convertible,at,2011,Mobil ini luas dan nyaman untuk perjalanan jauh.,380600000,12
99,nissan,note,Pickup,at,2010,Mobil ini terjangkau dan praktis untuk penggunaan sehari-hari.,380600000,12
100,nissan,note,Sedan,at,2011,Mobil ini kompak dan lincah dengan manuver yang mudah.,380600000,71
101,daihatsu,tanto,Hatchback,at,2012,Mobil ini luas dan nyaman untuk perjalanan jauh.,380600000,22
102,toyota,passo,Wagon,at,2009,Mobil ini terjangkau dan praktis untuk penggunaan sehari-hari.,381500000,39
103,toyota,passo,Van,at,2008,Mobil ini sporty dan bergaya dengan mesin yang bertenaga.,381500000,30
104,honda,insight,Pickup,at,2010,Mobil ini luas dan nyaman untuk perjalanan jauh.,399600000,99
105,nissan,cube cubic,Van,at,2007,Mobil ini sporty dan bergaya dengan mesin yang bertenaga.,407200000,49
106,toyota,passo,Crossover,at,2009,Mobil ini modern dan futuristik dengan teknologi terbaru.,408200000,84
107,nissan,note,MPV,at,2011,Mobil ini hemat bahan bakar dan ramah lingkungan.,409100000,32
108,nissan,march,Wagon,at,2011,Mobil ini andal dan aman dengan fitur canggih.,409100000,80
109,honda,fit,Convertible,at,2004,Mobil ini terjangkau dan praktis untuk penggunaan sehari-hari.,409100000,2
110,nissan,note,SUV,at,2011,Mobil ini kompak dan lincah dengan manuver yang mudah.,418600000,67
111,subaru,impreza,SUV,at,2009,Mobil ini luas dan nyaman untuk perjalanan jauh.,418600000,47
112,mitsubishi,pajero mini,Minivan,mt,1999,Mobil ini tangguh dan handal untuk segala medan.,420500000,69
113,mazda,verisa,Wagon,at,2004,Mobil ini sporty dan bergaya dengan mesin yang bertenaga.,426200000,2
114,toyota,passo,SUV,at,2007,Mobil ini elegan dan mewah dengan desain yang menawan.,426200000,33
115,toyota,passo,Convertible,at,2009,Mobil ini elegan dan mewah dengan desain yang menawan.,426200000,71
116,mitsubishi,pajero mini,Wagon,at,1998,Mobil ini hemat bahan bakar dan ramah lingkungan.,426200000,16
117,toyota,passo,Convertible,at,2009,Mobil ini sporty dan bergaya dengan mesin yang bertenaga.,426200000,75
118,mitsubishi,pajero mini,Minivan,at,2001,Mobil ini bersih dan ramah lingkungan dengan sistem hybrid atau listrik.,426200000,78
119,toyota,passo,Coupe,at,2009,Mobil ini andal dan aman dengan fitur canggih.,426200000,56
120,honda,fit,MPV,at,2007,Mobil ini luas dan nyaman untuk perjalanan jauh.,426200000,67
121,suzuki,swift,Wagon,at,2008,Mobil ini andal dan aman dengan fitur canggih.,426200000,76
122,nissan,cube,Van,at,2012,Mobil ini bersih dan ramah lingkungan dengan sistem hybrid atau listrik.,428100000,22
123,nissan,note,MPV,at,2011,Mobil ini luas dan nyaman untuk perjalanan jauh.,428100000,37
124,nissan,cube,Crossover,at,2011,Mobil ini luas dan nyaman untuk perjalanan jauh.,428100000,63
125,toyota,passo,Van,at,2011,Mobil ini sporty dan bergaya dengan mesin yang bertenaga.,428100000,34
126,nissan,note,Coupe,at,2011,Mobil ini modern dan futuristik dengan teknologi terbaru.,428100000,100
127,nissan,note,SUV,at,2010,Mobil ini sporty dan bergaya dengan mesin yang bertenaga.,428100000,87
128,nissan,march,Pickup,at,2011,Mobil ini sporty dan bergaya dengan mesin yang bertenaga.,428100000,88
129,nissan,note,Crossover,at,2010,Mobil ini terjangkau dan praktis untuk penggunaan sehari-hari.,428100000,11
130,nissan,note,Crossover,at,2011,Mobil ini kompak dan lincah dengan manuver yang mudah.,428100000,20
131,nissan,note,Van,at,2012,Mobil ini modern dan futuristik dengan teknologi terbaru.,428100000,81
132,nissan,march,Wagon,at,2011,Mobil ini tangguh dan handal untuk segala medan.,428100000,2
133,daihatsu,move,SUV,at,2006,Mobil ini andal dan aman dengan fitur canggih.,428100000,69
134,mitsubishi,delica d2,Convertible,at,2012,Mobil ini luas dan nyaman untuk perjalanan jauh.,428100000,59
135,mitsubishi,pajero mini,Van,at,2000,Mobil ini hemat bahan bakar dan ramah lingkungan.,428100000,90
136,nissan,tiida,Sedan,at,2010,Mobil ini sporty dan bergaya dengan mesin yang bertenaga.,428100000,21
137,toyota,sienta,Convertible,at,2004,Mobil ini luas dan nyaman untuk perjalanan jauh.,434800000,26
138,nissan,note,Crossover,at,2011,Mobil ini sporty dan bergaya dengan mesin yang bertenaga.,437700000,73
139,bmw,mini,Hatchback,mt,2002,Mobil ini modern dan futuristik dengan teknologi terbaru.,442400000,16
140,mitsubishi,colt,Crossover,at,2009,Mobil ini terjangkau dan praktis untuk penggunaan sehari-hari.,444300000,37
141,toyota,platz,SUV,at,2000,Mobil ini tangguh dan handal untuk segala medan.,444300000,95
142,nissan,bluebird sylphy,Van,at,2007,Mobil ini hemat bahan bakar dan ramah lingkungan.,448100000,73
143,mazda,verisa,Hatchback,at,2006,Mobil ini andal dan aman dengan fitur canggih.,452900000,34
144,nissan,note,Wagon,at,2010,Mobil ini hemat bahan bakar dan ramah lingkungan.,456700000,58
145,toyota,passo,MPV,at,2011,Mobil ini hemat bahan bakar dan ramah lingkungan.,456700000,32
146,nissan,march,Convertible,mt,2006,Mobil ini elegan dan mewah dengan desain yang menawan.,456700000,28
147,mitsubishi,eclipse,Convertible,at,2002,Mobil ini terjangkau dan praktis untuk penggunaan sehari-hari.,461400000,95
148,honda,insight,MPV,at,2009,Mobil ini modern dan futuristik dengan teknologi terbaru.,465300000,6
149,honda,fit,Convertible,at,2009,Mobil ini tangguh dan handal untuk segala medan.,465300000,81
150,nissan,march,Pickup,at,2011,Mobil ini hemat bahan bakar dan ramah lingkungan.,465300000,17
151,toyota,passo,Van,at,2011,Mobil ini modern dan futuristik dengan teknologi terbaru.,466200000,68
152,nissan,cube,Wagon,at,2010,Mobil ini modern dan futuristik dengan teknologi terbaru.,466200000,82
153,toyota,passo,Crossover,at,2011,Mobil ini sporty dan bergaya dengan mesin yang bertenaga.,466200000,41
154,nissan,march,Wagon,at,2011,Mobil ini sporty dan bergaya dengan mesin yang bertenaga.,466200000,63
155,nissan,march,Sedan,at,2011,Mobil ini sporty dan bergaya dengan mesin yang bertenaga.,466200000,97
156,nissan,march,Van,at,2006,Mobil ini kompak dan lincah dengan manuver yang mudah.,466200000,65
157,toyota,passo,Convertible,at,2010,Mobil ini kompak dan lincah dengan manuver yang mudah.,466200000,86
158,nissan,cube,Hatchback,at,2011,Mobil ini hemat bahan bakar dan ramah lingkungan.,466200000,7
159,nissan,march,Crossover,at,2011,Mobil ini bersih dan ramah lingkungan dengan sistem hybrid atau listrik.,466200000,78
160,toyota,passo,MPV,at,2011,Mobil ini sporty dan bergaya dengan mesin yang bertenaga.,466200000,59
161,nissan,tiida,SUV,at,2010,Mobil ini andal dan aman dengan fitur canggih.,466200000,49
162,toyota,passo,Minivan,at,2010,Mobil ini bersih dan ramah lingkungan dengan sistem hybrid atau listrik.,466200000,76
163,nissan,cube,Crossover,at,2010,Mobil ini luas dan nyaman untuk perjalanan jauh.,466200000,58
164,nissan,note,Convertible,at,2007,Mobil ini sporty dan bergaya dengan mesin yang bertenaga.,466200000,94
165,toyota,vitz,Van,at,2007,Mobil ini tangguh dan handal untuk segala medan.,466200000,33
166,toyota,bb,MPV,at,2010,Mobil ini terjangkau dan praktis untuk penggunaan sehari-hari.,466200000,27
167,nissan,note,MPV,at,2012,Mobil ini sporty dan bergaya dengan mesin yang bertenaga.,466200000,98
168,nissan,cube,Wagon,at,2012,Mobil ini luas dan nyaman untuk perjalanan jauh.,466200000,35
169,honda,step wgn,Pickup,at,2006,Mobil ini andal dan aman dengan fitur canggih.,466200000,76
170,nissan,moco,Coupe,at,2013,Mobil ini sporty dan bergaya dengan mesin yang bertenaga.,466200000,100
171,nissan,tiida,MPV,at,2010,Mobil ini kompak dan lincah dengan manuver yang mudah.,466200000,43
172,nissan,clipper truck,Coupe,mt,2012,Mobil ini andal dan aman dengan fitur canggih.,466200000,49
173,daihatsu,esse,Van,at,2008,Mobil ini hemat bahan bakar dan ramah lingkungan.,466200000,63
174,nissan,cube,Coupe,at,2008,Mobil ini terjangkau dan praktis untuk penggunaan sehari-hari.,466200000,99
175,toyota,bb,Pickup,at,2009,Mobil ini sporty dan bergaya dengan mesin yang bertenaga.,466200000,46
176,mitsubishi,ek wagon,MPV,at,2012,Mobil ini tangguh dan handal untuk segala medan.,466200000,36
177,suzuki,swift,Pickup,at,2006,Mobil ini elegan dan mewah dengan desain yang menawan.,471000000,60
178,suzuki,swift,Wagon,at,2008,Mobil ini modern dan futuristik dengan teknologi terbaru.,471000000,77
179,volkswagen,polo,Coupe,at,2009,Mobil ini terjangkau dan praktis untuk penggunaan sehari-hari.,471000000,65
180,nissan,x-trail,MPV,at,2005,Mobil ini andal dan aman dengan fitur canggih.,473800000,91
181,nissan,cube,Pickup,at,2011,Mobil ini tangguh dan handal untuk segala medan.,475700000,67
182,nissan,cube,Minivan,at,2011,Mobil ini elegan dan mewah dengan desain yang menawan.,475700000,75
183,nissan,note,Crossover,at,2010,Mobil ini bersih dan ramah lingkungan dengan sistem hybrid atau listrik.,475700000,88
184,nissan,note,MPV,at,2010,Mobil ini terjangkau dan praktis untuk penggunaan sehari-hari.,475700000,52
185,toyota,passo,Hatchback,at,2011,Mobil ini luas dan nyaman untuk perjalanan jauh.,475700000,42
186,nissan,march,Crossover,at,2011,Mobil ini modern dan futuristik dengan teknologi terbaru.,475700000,5
187,mitsubishi,pajero mini,MPV,at,2003,Mobil ini modern dan futuristik dengan teknologi terbaru.,475700000,43
188,nissan,note,Convertible,at,2010,Mobil ini kompak dan lincah dengan manuver yang mudah.,475700000,74
189,mazda,atenza sport,SUV,at,2007,Mobil ini modern dan futuristik dengan teknologi terbaru.,475700000,20
190,nissan,note,Convertible,at,2008,Mobil ini bersih dan ramah lingkungan dengan sistem hybrid atau listrik.,475700000,93
191,nissan,ad van,MPV,at,2013,Mobil ini elegan dan mewah dengan desain yang menawan.,475700000,6
192,mitsubishi,delica d2,Hatchback,at,2012,Mobil ini luas dan nyaman untuk perjalanan jauh.,475700000,93
193,toyota,pixis space,Wagon,at,2012,Mobil ini sporty dan bergaya dengan mesin yang bertenaga.,475700000,55
194,honda,freed spike,Crossover,at,2012,Mobil ini bersih dan ramah lingkungan dengan sistem hybrid atau listrik.,475700000,79
195,honda,stream,Crossover,at,2009,Mobil ini sporty dan bergaya dengan mesin yang bertenaga.,475700000,32
196,suzuki,alto,SUV,at,2004,Mobil ini hemat bahan bakar dan ramah lingkungan.,475700000,8
197,honda,fit,Hatchback,at,2007,Mobil ini tangguh dan handal untuk segala medan.,494700000,89
198,toyota,passo,SUV,at,2010,Mobil ini hemat bahan bakar dan ramah lingkungan.,500500000,72
199,toyota,raum,Crossover,at,2003,Mobil ini bersih dan ramah lingkungan dengan sistem hybrid atau listrik.,504300000,27
200,nissan,note,Minivan,at,2012,Mobil ini hemat bahan bakar dan ramah lingkungan.,504300000,54
201,nissan,cube,Coupe,at,2012,Mobil ini modern dan futuristik dengan teknologi terbaru.,504300000,18
202,toyota,passo,Van,at,2011,Mobil ini modern dan futuristik dengan teknologi terbaru.,504300000,31
203,nissan,cube,Pickup,at,2010,Mobil ini kompak dan lincah dengan manuver yang mudah.,504300000,80
204,nissan,note,Minivan,at,2007,Mobil ini elegan dan mewah dengan desain yang menawan.,513800000,16
205,nissan,cube,MPV,at,2013,Mobil ini terjangkau dan praktis untuk penggunaan sehari-hari.,513800000,54
206,toyota,passo,Van,at,2011,Mobil ini bersih dan ramah lingkungan dengan sistem hybrid atau listrik.,513800000,81
207,nissan,note,Pickup,at,2007,Mobil ini kompak dan lincah dengan manuver yang mudah.,513800000,10
208,toyota,sienta,Van,at,2005,Mobil ini elegan dan mewah dengan desain yang menawan.,514700000,63
209,mazda,verisa,Crossover,at,2005,Mobil ini andal dan aman dengan fitur canggih.,514700000,51
210,toyota,passo,SUV,at,2009,Mobil ini hemat bahan bakar dan ramah lingkungan.,514700000,26
211,honda,fit,Pickup,at,2007,Mobil ini modern dan futuristik dengan teknologi terbaru.,514700000,14
212,honda,fit,Crossover,at,2007,Mobil ini hemat bahan bakar dan ramah lingkungan.,514700000,9
213,toyota,vitz,Coupe,at,2007,Mobil ini tangguh dan handal untuk segala medan.,514700000,47
214,toyota,passo,Wagon,at,2010,Mobil ini kompak dan lincah dengan manuver yang mudah.,514700000,32
215,toyota,wish,Wagon,at,2005,Mobil ini bersih dan ramah lingkungan dengan sistem hybrid atau listrik.,523300000,9
216,nissan,cube,Coupe,at,2012,Mobil ini kompak dan lincah dengan manuver yang mudah.,523300000,67
217,nissan,note,Van,at,2011,Mobil ini sporty dan bergaya dengan mesin yang bertenaga.,523300000,24
218,nissan,tiida,Convertible,at,2010,Mobil ini elegan dan mewah dengan desain yang menawan.,523300000,67
219,nissan,note,Minivan,at,2011,Mobil ini sporty dan bergaya dengan mesin yang bertenaga.,523300000,24
220,toyota,bb,SUV,at,2011,Mobil ini tangguh dan handal untuk segala medan.,523300000,46
221,nissan,march,Sedan,at,2011,Mobil ini bersih dan ramah lingkungan dengan sistem hybrid atau listrik.,523300000,72
222,nissan,note,Pickup,at,2011,Mobil ini luas dan nyaman untuk perjalanan jauh.,523300000,85
223,toyota,passo,Crossover,at,2011,Mobil ini elegan dan mewah dengan desain yang menawan.,523300000,53
224,toyota,passo,Pickup,at,2011,Mobil ini modern dan futuristik dengan teknologi terbaru.,523300000,20
225,toyota,passo,Hatchback,at,2010,Mobil ini hemat bahan bakar dan ramah lingkungan.,523300000,15
226,toyota,passo,SUV,at,2011,Mobil ini hemat bahan bakar dan ramah lingkungan.,523300000,34
227,toyota,passo,Van,at,2011,Mobil ini modern dan futuristik dengan teknologi terbaru.,523300000,57
228,nissan,note,Hatchback,at,2010,Mobil ini bersih dan ramah lingkungan dengan sistem hybrid atau listrik.,523300000,66
229,nissan,march,MPV,at,2011,Mobil ini hemat bahan bakar dan ramah lingkungan.,523300000,49
230,toyota,passo,Van,at,2011,Mobil ini bersih dan ramah lingkungan dengan sistem hybrid atau listrik.,523300000,30
231,toyota,passo,Wagon,at,2010,Mobil ini elegan dan mewah dengan desain yang menawan.,523300000,54
232,toyota,passo,Hatchback,at,2011,Mobil ini sporty dan bergaya dengan mesin yang bertenaga.,523300000,96
233,suzuki,every,Wagon,at,2011,Mobil ini hemat bahan bakar dan ramah lingkungan.,523300000,9
234,toyota,passo,Pickup,at,2011,Mobil ini tangguh dan handal untuk segala medan.,523300000,23
235,toyota,passo,MPV,at,2011,Mobil ini kompak dan lincah dengan manuver yang mudah.,523300000,78
236,toyota,passo,Convertible,at,2011,Mobil ini luas dan nyaman untuk perjalanan jauh.,523300000,73
237,toyota,passo,SUV,at,2011,Mobil ini tangguh dan handal untuk segala medan.,523300000,12
238,toyota,passo,Hatchback,at,2010,Mobil ini terjangkau dan praktis untuk penggunaan sehari-hari.,523300000,49
239,mazda,demio,Coupe,at,2005,Mobil ini terjangkau dan praktis untuk penggunaan sehari-hari.,523300000,26
240,nissan,note,SUV,at,2012,Mobil ini bersih dan ramah lingkungan dengan sistem hybrid atau listrik.,523300000,74
241,nissan,cube,Wagon,at,2013,Mobil ini hemat bahan bakar dan ramah lingkungan.,523300000,1
242,toyota,vitz,Coupe,at,2005,Mobil ini hemat bahan bakar dan ramah lingkungan.,523300000,37
243,toyota,passo,Crossover,at,2012,Mobil ini terjangkau dan praktis untuk penggunaan sehari-hari.,523300000,64
244,suzuki,jimny,Wagon,at,1998,Mobil ini hemat bahan bakar dan ramah lingkungan.,523300000,52
245,mazda,premacy,Van,at,2012,Mobil ini elegan dan mewah dengan desain yang menawan.,523300000,7
246,toyota,vitz,Convertible,at,2010,Mobil ini luas dan nyaman untuk perjalanan jauh.,523300000,13
247,nissan,x-trail,Pickup,at,2002,Mobil ini modern dan futuristik dengan teknologi terbaru.,523300000,39
248,honda,cr-v,Wagon,at,1999,Mobil ini bersih dan ramah lingkungan dengan sistem hybrid atau listrik.,523300000,82
249,suzuki,lapin,Sedan,at,2006,Mobil ini elegan dan mewah dengan desain yang menawan.,523300000,47
250,mitsubishi,delica,Van,mt,1982,Mobil ini elegan dan mewah dengan desain yang menawan.,524200000,51
251,suzuki,wagon r,Convertible,at,2003,Mobil ini kompak dan lincah dengan manuver yang mudah.,532800000,90
252,honda,fit,Van,at,2004,Mobil ini hemat bahan bakar dan ramah lingkungan.,532800000,31
253,volkswagen,passat,SUV,at,2002,Mobil ini luas dan nyaman untuk perjalanan jauh.,532800000,26
254,toyota,wish,Convertible,at,2003,Mobil ini tangguh dan handal untuk segala medan.,532800000,66
255,honda,fit,Hatchback,at,2003,Mobil ini kompak dan lincah dengan manuver yang mudah.,532800000,67
256,honda,fit,Pickup,at,2005,Mobil ini bersih dan ramah lingkungan dengan sistem hybrid atau listrik.,541400000,49
257,mazda,verisa,SUV,at,2009,Mobil ini tangguh dan handal untuk segala medan.,542300000,11
258,honda,fit,MPV,at,2011,Mobil ini elegan dan mewah dengan desain yang menawan.,542300000,74
259,mitsubishi,colt,Pickup,at,2009,Mobil ini modern dan futuristik dengan teknologi terbaru.,542300000,93
260,mitsubishi,lancer,SUV,at,2008,Mobil ini bersih dan ramah lingkungan dengan sistem hybrid atau listrik.,542300000,86
261,daihatsu,naked,Crossover,at,2001,Mobil ini sporty dan bergaya dengan mesin yang bertenaga.,542300000,75
262,honda,fit,Wagon,at,2004,Mobil ini terjangkau dan praktis untuk penggunaan sehari-hari.,542300000,68
